0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0240948426626357e-22,5.1339370089157105e-17,0,5.1339370089157105e-17,0,5.1339370089157105e-17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8384811176912529e-08,0.0090317174989552537,0,0.0090317174989552537,0,0.0090317174989552537,0,0,0,1,0,1,0,0,0.0045158587494775748,-0.0045158587494775748,-0.0045158587494775748,0.0045158587494775748,0.0045158587494775748,-0.0045158587494775748,-0.0045158587494775748,0.0045158587494775748,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3030886706147268e-07,0.054190304750010007,0,0.054190304750010007,0,0.054190304750010007,0,0,0,1,0,1,0,0,0.027095152375005149,-0.027095152375005149,-0.027095152375005149,0.027095152375005149,0.027095152375005149,-0.027095152375005149,-0.027095152375005149,0.027095152375005149,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7399291464842736e-06,0.27998320792882853,0,0.27998320792882853,0,0.27998320792882853,0,0,0,1,0,1,0,0,0.13999160396441424,-0.13999160396441424,-0.13999160396441424,0.13999160396441424,0.13999160396441424,-0.13999160396441424,-0.13999160396441424,0.13999160396441424,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3788030543598277e-05,1.4089435239875072,0,1.4089435239875072,0,1.4089435239875072,0,0,0,1,0,1,0,0,0.70447176199375361,-0.70447176199375361,-0.7044717619937535,0.7044717619937535,0.7044717619937535,-0.7044717619937535,-0.70447176199375361,0.70447176199375361,0,0,0,0,0,0,0,0,25,25,25,25,25,25,24.999999999999993,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8507617177428914e-05,6.9999999999999991,0,6.9999999999999991,0,6.9999999999999991,0,0,0,1,0,1,0,0,3.5,-3.5,-3.4999999999999991,3.4999999999999991,3.4999999999999991,-3.4999999999999991,-3.5,3.5,0,0,0,0,0,0,0,0,25,25,25,25,24.999999999999993,25,24.999999999999972,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8507617177430866e-05,7.000000000000199,0,7.000000000000199,0,7.000000000000199,0,0,0,1,0,1,0,2.3999999840001993,2.300000008,-2.300000008,-2.2999999999999998,2.2999999999999998,2.300000008,-2.300000008,-2.2999999999999998,2.2999999999999998,0,0,0,0,0,0,0,0,25,25,25,25,24.999999999999993,25,24.999999999999972,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8507617177433088e-05,7.0000000000004254,1.7780915510851656e-14,7.0000000000004254,1.7780915510851656e-14,7.0000000000004254,1.7780915510851656e-14,7.2645149614973593e-13,0,1,0,1,1.7780915510851656e-14,2.3999999839996971,2.300000008000727,-2.300000008000727,-2.3000000000000003,2.3000000000000003,2.300000008000727,-2.300000008000727,-2.3000000000000003,2.3000000000000003,0,0,0,1.7780915510851656e-14,0,0,0,1.7780915510851656e-14,25,25,25,25,24.999999999999993,25,24.999999999999972,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,1.8337335471434609e-27,0,0,0,1.8337335471434609e-27,-7.2645149614973593e-13,1.8795153496964638e-16,6.7118981045147811e-40,1.7780915510851657e-16,1.7780915510851656e-14,3.1616095640404507e-30,-1.7780915510851657e-16,-1.7780915510851656e-14,3.1616095640404507e-30,1.7968867045821305e-16,1.7968867045821301e-14,3.2288018291040287e-30,0,0,0,7.2627180747927766e-13,1.7968867045821301e-14
6.8507617280326544e-05,7.0000000105106484,8.2316542026609804e-10,7.0000000105106484,8.2316542026609804e-10,7.0000000105106484,8.2316542026609804e-10,-1.3105167036497398e-06,0,1,0,1,8.2316542026609804e-10,2.4000013049565516,2.2999986975104654,-2.2999986975104654,-2.3000000000271643,2.3000000000271643,2.2999986975104654,-2.2999986975104654,-2.3000000000271643,2.3000000000271643,0,0,0,8.2316542026609804e-10,0,0,0,8.2316542026609804e-10,25,25,25,25,24.999999999999993,25,24.999999999999972,25,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,25.000000000000004,25.000000000000014,0,0,0,3.9300875929067984e-18,0,0,0,3.9300875929067984e-18,1.3105167036497398e-06,-1.6792200665751922e-08,5.3575820607787067e-24,8.2316542026609806e-12,8.2316542026609804e-10,6.776013091218618e-21,-8.2316542026609806e-12,-8.2316542026609804e-10,6.776013091218618e-21,-1.5969035245485826e-10,-1.5969035245485825e-08,2.5501008667156857e-18,0,0,0,-1.3103570132972851e-06,-1.5969035245485825e-08
